,id
1204,65399
1205,52954
1206,65400
1207,41263
1208,27699
1209,35824
1210,44791
1211,69913
1212,10123
1213,7126
1214,13927
1215,22097
1216,45885
1217,52741
1218,47478
1219,45255
1220,49060
1221,62674
1222,12745
1223,16755
1224,15733
1225,2627
1226,63686
1227,6157
1228,62760
1229,63709
1230,19
1231,64582
1232,45528
1233,80158
1234,49347
1235,62830
1236,78976
1237,16257
1238,9589
1239,70245
1240,48054
1241,44515
1242,46291
1243,37649
1244,75518
1245,82155
1246,35030
1247,29281
1248,64070
1249,43853
1250,45370
1251,64047
1252,25154
1253,73856
1254,43727
1255,58739
1256,63248
1257,67782
1258,3910
1259,67158
1260,83380
1261,76277
1262,32429
1263,11520
1264,64236
1265,2256
1266,2610
1267,67156
1268,78256
1269,76805
1270,19545
1271,56977
1272,20126
1273,12809
1274,14045
1275,54874
1276,54875
1277,50302
1278,27586
1279,79020
1280,26516
1281,20982
1282,84428
1283,35157
1284,65743
1285,26517
1286,73237
1287,14889
1288,42835
1289,81312
1290,48005
1291,50944
1292,49288
1293,8244
1294,47843
1295,50139
1296,32840
1297,14949
1298,18130
1299,54876
1300,69939
1301,60805
1302,50272
1303,76295
1304,67900
1305,10352
1306,76161
1307,45675
1308,72814
1309,75161
1310,80293
1311,18879
1312,80294
1313,71988
1314,43949
1315,50519
1316,81767
1317,65387
1318,18201
1319,40851
1320,50838
1321,78915
1322,4968
1323,6514
1324,63375
1325,23829
1326,54877
1327,7562
1328,59
1329,3192
1330,39953
1331,16053
1332,1363
1333,39952
1334,27739
1335,71076
1336,83419
1337,6521
1338,9996
1339,40578
1340,19614
1341,66358
1342,32290
1343,16031
1344,64442
1345,82011
1346,1708
1347,39392
1348,63606
1349,63224
1350,63525
1351,72781
1352,3599
1353,30173
1354,55227
1355,67457
1356,55002
1357,7698
1358,54880
1359,25371
1360,42742
1361,7677
1362,48720
1363,61520
1364,61521
1365,55219
1366,39438
1367,58848
1368,72526
1369,82441
1370,1319
1371,80428
1372,62472
1373,31202
1374,13457
1375,2918
1376,4719
1377,32071
1378,33182
1379,27291
1380,34271
1381,31479
1382,15149
1383,207
1384,655
1385,41539
1386,18067
1387,75651
1388,16838
1389,9266
1390,36205
1391,71386
1392,17452
1393,77399
1394,18976
1395,65337
1396,34795
1397,2221
1398,18439
1399,84278
1400,625
1401,10071
1402,15137
1403,18260
1404,288
1405,19855
1406,11597
1407,78024
1408,38608
1409,7765
1410,72200
1411,17293
1412,16238
1413,39046
1414,71385
1415,10271
1416,17008
1417,38034
1418,75522
1419,4373
1420,2596
1421,32098
1422,59237
1423,22009
1424,18811
1425,54885
1426,7409
1427,5650
1428,12748
1429,35716
1430,44296
1431,818
1432,58059
1433,26502
1434,4666
1435,20473
1436,7140
1437,1503
1438,16068
1439,26532
1440,10350
1441,20921
1442,81949
1443,10777
1444,4255
1445,77223
1446,16149
1447,5437
1448,13638
1449,63342
1450,69214
1451,51583
1452,24393
1453,77584
1454,66449
1455,76074
1456,5375
1457,80707
1458,50694
1459,50630
1460,71472
1461,68816
1462,79378
1463,54890
1464,50088
1465,27634
1466,66176
1467,58369
1468,50131
1469,58895
1470,66498
1471,36297
1472,38058
1473,67701
1474,3444
1475,501
1476,4258
1477,9968
1478,83039
1479,29463
1480,46326
1481,24813
1482,3877
1483,51391
1484,71329
1485,51235
1486,29238
1487,48376
1488,73830
1489,72887
1490,64782
1491,71529
1492,59255
1493,79007
1494,78260
1495,72208
1496,49902
1497,3102
1498,20475
1499,13488
1500,7535
1501,47471
1502,13817
1503,54891
1504,54203
1505,69008
1506,82199
1507,80797
1508,76670
1509,1620
1510,78160
1511,19325
1512,57537
1513,78554
1514,48531
1515,18857
1516,46067
1517,35640
1518,7407
1519,20984
1520,11313
1521,33285
1522,47102
1523,31583
1524,17956
1525,84051
1526,49689
1527,76071
1528,12647
1529,26509
1530,73718
1531,79209
1532,70060
1533,65847
1534,80898
1535,28113
1536,64176
1537,14138
1538,29918
1539,52639
1540,2536
1541,14408
1542,42327
1543,77470
1544,16153
1545,2925
1546,44212
1547,33104
1548,82291
1549,29374
1550,52330
1551,66796
1552,49105
1553,57362
1554,65389
1555,54892
1556,82610
1557,71661
1558,21548
1559,57814
1560,79217
1561,39559
1562,43532
1563,49709
1564,1876
1565,60223
1566,26662
1567,66204
1568,54899
1569,54896
1570,54895
1571,54894
1572,54897
1573,54898
1574,2650
1575,45223
1576,68740
1577,77501
1578,64943
1579,57577
1580,43357
1581,46335
1582,43353
1583,46336
1584,24014
1585,77301
1586,64161
1587,46970
1588,65826
1589,44429
1590,14660
1591,10507
1592,15535
1593,35894
1594,14645
1595,25174
1596,15711
1597,79263
1598,79408
1599,70878
1600,54904
1601,54905
1602,10464
1603,76638
1604,65394
1605,77321
1606,5548
1607,57228
1608,14812
1609,51288
1610,64038
1611,65532
1612,69748
1613,104
1614,17697
1615,3507
1616,24699
1617,43882
1618,6437
1619,20295
1620,18517
1621,11837
1622,18962
1623,9332
1624,51496
1625,3892
1626,23206
1627,20155
1628,72425
1629,42834
1630,346
1631,84274
1632,3148
1633,40600
1634,10728
1635,3108
1636,2681
1637,22565
1638,24065
1639,39158
1640,38168
1641,10831
1642,48805
1643,38725
1644,54913
1645,3234
1646,23739
1647,67388
1648,958
1649,17703
1650,54912
1651,37565
1652,43881
1653,77508
1654,30087
1655,77423
1656,15543
1657,48638
1658,77621
1659,64899
1660,58436
1661,38450
1662,71295
1663,70938
1664,84434
1665,70652
1666,23626
1667,58819
1668,54914
1669,45128
1670,10456
1671,7422
1672,54915
1673,3464
1674,19814
1675,23486
1676,16193
1677,79416
1678,82820
1679,5903
1680,65577
1681,63373
1682,8456
1683,63853
1684,48574
1685,63712
1686,73149
1687,61594
1688,22238
1689,11225
1690,3428
1691,123
1692,7282
1693,64617
1694,63953
1695,8189
1696,37377
1697,53623
1698,57927
1699,44563
1700,13479
1701,2403
1702,25425
1703,5673
1704,9360
1705,7697
1706,54532
1707,76362
1708,12324
1709,68271
1710,11680
1711,54917
1712,54916
1713,62934
1714,56811
1715,29034
1716,61872
1717,49527
1718,6405
1719,71736
1720,54918
1721,79045
1722,16379
1723,6149
1724,80984
1725,19444
1726,74
1727,73971
1728,67073
1729,17618
1730,6901
1731,61296
1732,71271
1733,65878
1734,76145
1735,71679
1736,22416
1737,54919
1738,54920
1739,47489
1740,31563
1741,31135
1742,65208
1743,65207
1744,65206
1745,65204
1746,1765
1747,17176
1748,56740
1749,29103
1750,2718
1751,76525
1752,25716
1753,9846
1754,13338
1755,67319
1756,82705
1757,83215
1758,57600
1759,50099
1760,50102
1761,50100
1762,6050
1763,50101
1764,10181
1765,67164
1766,52183
1767,62975
1768,67356
1769,68017
1770,49204
1771,70667
1772,20262
1773,79950
1774,45662
1775,16553
1776,8364
1777,77819
1778,81550
1779,6032
1780,67489
1781,67493
1782,28488
1783,26522
1784,23194
1785,51186
1786,12439
1787,63521
1788,41251
1789,23452
1790,23453
1791,62795
1792,75775
1793,65850
1794,58986
1795,24801
1796,51660
1797,7065
1798,58906
1799,52513
1800,81387
1801,72595
1802,27728
1803,3505
1804,30199
1805,37521
1806,72066
1807,39945
1808,43250
1809,42950
1810,53245
1811,4173
1812,46615
1813,77262
1814,77366
1815,77263
1816,63703
1817,42170
1818,69058
1819,83083
1820,613
1821,18307
1822,63626
1823,76545
1824,25323
1825,49028
1826,38472
1827,67163
1828,17329
1829,14128
1830,62401
1831,59547
1832,60261
1833,64901
1834,64627
1835,65378
1836,65820
1837,65619
1838,12948
1839,23488
1840,21266
1841,15846
1842,12477
1843,55363
1844,54409
1845,64222
1846,54921
1847,12882
1848,77562
1849,63769
1850,69185
1851,18900
1852,54930
1853,15006
1854,4761
1855,1226
1856,60739
1857,75249
1858,37904
1859,2413
1860,51421
1861,32731
1862,13498
1863,81983
1864,13347
1865,54931
1866,83129
1867,83130
1868,2135
1869,83131
1870,6724
1871,14185
1872,1839
1873,83132
1874,2161
1875,61028
1876,34703
1877,49969
1878,83143
1879,42830
1880,72572
1881,44659
1882,68317
1883,70018
1884,55016
1885,41495
1886,72124
1887,41788
1888,46041
1889,40549
1890,47762
1891,33329
1892,40442
1893,56670
1894,47061
1895,42029
1896,63664
1897,64492
1898,61611
1899,44811
1900,70184
1901,50602
1902,13238
1903,82081
1904,80600
1905,53172
1906,54331
1907,2227
1908,11327
1909,4643
1910,1772
1911,75410
1912,9080
1913,35524
1914,16301
1915,80491
1916,75715
1917,53387
1918,40141
1919,46632
1920,63928
1921,54934
1922,79399
1923,58662
1924,63284
1925,40022
1926,32844
1927,82279
1928,59267
1929,48949
1930,57601
1931,40894
1932,34060
1933,49076
1934,36136
1935,36135
1936,38717
1937,60459
1938,45504
1939,72302
1940,403
1941,16574
1942,80804
1943,15477
1944,71704
1945,82585
1946,68605
1947,7162
1948,22113
1949,83077
1950,82857
1951,9478
1952,17285
1953,83119
1954,6613
1955,35963
1956,66272
1957,75698
1958,66741
1959,62916
1960,63382
1961,47910
1962,66341
1963,50097
1964,52477
1965,62961
1966,36099
1967,39118
1968,1807
1969,46201
1970,78570
1971,32089
1972,72258
1973,65881
1974,55102
1975,80065
1976,18120
1977,20985
1978,55715
1979,49072
1980,81351
1981,64138
1982,72014
1983,80450
1984,15463
1985,66711
1986,48610
1987,50989
1988,61052
1989,75374
1990,66149
1991,12606
1992,68300
1993,3806
1994,11526
1995,59518
1996,50646
1997,37707
1998,33907
1999,64815
2000,63951
2001,27484
2002,33144
2003,38703
2004,1302
2005,67263
2006,6549
2007,75207
2008,45862
2009,54937
2010,3054
2011,48565
2012,74614
2013,50439
2014,14755
2015,672
2016,63245
2017,64078
2018,39906
2019,72955
2020,45517
2021,76642
2022,5497
2023,372
2024,27684
2025,31510
2026,31263
2027,5042
2028,14009
2029,47305
2030,64133
2031,6630
2032,21281
2033,67197
2034,67327
2035,45535
2036,47321
2037,6263
2038,54272
2039,76227
2040,24137
2041,64776
2042,13406
2043,54939
2044,77649
2045,54143
2046,80493
2047,40041
2048,57116
2049,53464
2050,74578
2051,78357
2052,31368
2053,84437
2054,71567
2055,61770
2056,82021
2057,68956
2058,6897
2059,16935
2060,72986
2061,14610
2062,72951
2063,9198
2064,82376
2065,5286
2066,80743
2067,45809
2068,69722
2069,19104
2070,1979
2071,7926
2072,41468
2073,83306
2074,33333
2075,29571
2076,53288
2077,48678
2078,47328
2079,58817
2080,50190
2081,65476
2082,65481
2083,66308
2084,42876
2085,77456
2086,44098
2087,45212
2088,37432
2089,23796
2090,67860
2091,1891
2092,2673
2093,5159
2094,60994
2095,59915
2096,13464
2097,34413
2098,75352
2099,41397
2100,60615
2101,7253
2102,65497
2103,70098
2104,42620
2105,39985
2106,4814
2107,57622
2108,6849
2109,9322
2110,16304
2111,5959
2112,47323
2113,24959
2114,662
2115,3036
2116,82953
2117,50901
2118,15658
2119,4510
2120,70755
2121,82146
2122,41432
2123,65696
2124,16063
2125,1313
2126,71127
2127,46244
2128,47632
2129,77630
2130,12994
2131,54940
2132,10190
2133,8247
2134,57638
2135,25588
2136,21161
2137,72056
2138,103
2139,68404
2140,77322
2141,4301
2142,47903
2143,7630
2144,76765
2145,53258
2146,80066
2147,78311
2148,53228
2149,47536
2150,42027
2151,69082
2152,18906
2153,2716
2154,41332
2155,17200
2156,46229
2157,75910
2158,76465
2159,5163
2160,75921
2161,60209
2162,10930
2163,60105
2164,17610
2165,40579
2166,75385
2167,80167
2168,63607
2169,79698
2170,68484
2171,63479
2172,73058
2173,75184
2174,75376
2175,80051
2176,62955
2177,47385
2178,74359
2179,3078
2180,72786
2181,47263
2182,52269
2183,66845
2184,81375
2185,63599
2186,8741
2187,67501
2188,49642
2189,59395
2190,44464
2191,15107
2192,8962
2193,14325
2194,14886
2195,69926
2196,82310
2197,32995
2198,59774
2199,10653
2200,63460
2201,75403
2202,21528
2203,35628
2204,27936
2205,34174
2206,35383
2207,41443
2208,178
2209,9107
2210,13284
2211,30452
2212,49359
2213,66067
2214,61413
2215,15499
2216,15565
2217,21589
2218,10357
2219,3198
2220,55138
2221,4459
2222,2690
2223,19627
2224,67712
2225,83899
2226,44917
2227,59800
2228,39813
2229,7101
2230,11544
2231,77218
2232,76265
2233,42603
2234,36299
2235,74151
2236,17240
2237,4088
2238,77207
2239,9754
2240,38613
2241,60833
2242,80960
2243,83079
2244,69636
2245,66151
2246,19787
2247,2506
2248,13880
2249,58841
2250,63002
2251,45133
2252,45728
2253,61349
2254,18033
2255,83659
2256,63612
2257,61366
2258,64359
2259,64358
2260,64357
2261,59314
2262,66114
2263,6457
2264,5243
2265,2070
2266,13316
2267,9295
2268,11157
2269,15642
2270,14567
2271,6053
2272,14574
2273,54994
2274,39415
2275,41431
2276,14062
2277,36569
2278,9830
2279,7244
2280,49189
2281,79997
2282,56651
2283,7315
2284,32090
2285,49617
2286,43785
2287,17550
2288,31484
2289,31483
2290,13327
2291,59815
2292,32373
2293,75280
2294,22127
2295,23492
2296,75279
2297,80740
2298,57499
2299,72092
2300,61359
2301,37304
2302,21587
2303,30032
2304,17456
2305,60991
2306,2095
2307,3076
2308,854
2309,13483
2310,50543
2311,15018
2312,84066
2313,60758
2314,54941
2315,50859
2316,42723
2317,73022
2318,36764
2319,77603
2320,24274
2321,15683
2322,22041
2323,63269
2324,41446
2325,100
2326,1195
2327,84445
2328,37287
2329,83088
2330,10784
2331,12981
2332,70051
2333,12432
2334,64491
2335,79860
2336,76838
2337,69892
2338,82229
2339,60852
2340,43778
2341,53493
2342,58458
2343,43343
2344,38528
2345,69180
2346,3072
2347,45494
2348,65501
2349,69759
2350,79374
2351,23140
2352,39189
2353,49095
2354,78839
2355,77680
2356,22969
2357,32394
2358,57846
2359,53400
2360,74930
2361,57847
2362,83937
2363,37059
2364,54348
2365,68534
2366,16100
2367,75661
2368,14278
2369,62740
2370,70925
2371,56892
2372,49964
2373,1521
2374,76707
2375,72193
2376,545
2377,13682
2378,12715
2379,623
2380,13554
2381,62657
2382,26401
2383,42014
2384,59971
2385,71419
2386,78521
2387,11338
2388,40653
2389,59720
2390,72838
2391,49088
2392,13443
2393,54943
2394,54944
2395,54945
2396,43674
2397,68817
2398,47933
2399,60216
2400,56905
2401,52324
2402,83988
2403,15340
2404,2950
2405,55523
2406,49318
2407,49316
2408,49317
2409,22928
2410,37494
2411,38507
2412,41518
2413,68771
2414,59450
2415,48306
2416,45744
2417,78229
2418,31001
2419,45343
2420,34975
2421,47291
2422,65661
2423,60360
2424,43666
2425,36097
2426,5222
2427,20657
2428,67979
2429,7387
2430,68474
2431,45619
2432,50649
2433,34822
2434,76381
2435,34543
2436,75295
2437,71417
2438,43281
2439,70122
2440,2498
2441,63297
2442,77009
2443,72840
2444,72804
2445,40680
2446,52144
2447,71361
2448,46923
2449,84413
2450,19823
2451,11324
2452,69251
2453,82132
2454,204
2455,2080
2456,6066
2457,3553
2458,17469
2459,12617
2460,6520
2461,2654
2462,52771
2463,70751
2464,17065
2465,1034
2466,40238
2467,40239
2468,13434
2469,84353
2470,48807
2471,743
2472,7281
2473,81613
2474,76664
2475,54099
2476,79188
2477,59037
2478,84219
2479,44441
2480,9598
2481,80904
2482,60952
2483,47812
2484,73955
2485,54238
2486,82148
2487,81071
2488,4143
2489,57873
2490,59614
2491,45468
2492,17136
2493,7143
2494,24130
2495,11657
2496,47764
2497,15405
2498,45463
2499,50359
2500,48526
2501,66954
2502,33183
2503,77364
2504,55104
